N,P,K,temperature,humidity,ph,rainfall,crop,soil,season,water,market_price
100.8,42.6,41.3,18.7,96.1,6.6,103.46365541576816,16,24,2,490.3,2634
118.5,50.7,48.7,11.5,99.5,6.7,103.46365541576816,16,24,2,434.5,3354
96.8,45.1,51.2,21.0,97.3,6.7,103.46365541576816,16,24,2,421.4,2862
100.5,56.6,42.0,10.3,96.4,6.8,103.46365541576816,16,24,2,459.2,2820
84.4,42.8,58.6,15.5,99.8,6.8,103.46365541576816,16,24,2,466.1,2147
80.2,46.3,54.7,19.8,96.6,6.7,103.46365541576816,16,24,2,465.7,3627
119.4,41.6,48.7,6.1,99.0,6.7,103.46365541576816,16,24,2,463.2,2434
90.3,58.8,42.3,7.2,98.7,6.5,103.46365541576816,16,24,2,385.3,2314
100.3,55.7,42.8,22.0,97.8,6.6,103.46365541576816,16,24,2,474.8,3253
103.8,50.3,56.1,27.0,99.3,6.7,103.46365541576816,16,24,2,494.2,3818
119.1,54.3,49.2,20.8,98.1,6.7,103.46365541576816,16,24,2,380.5,3959
96.0,53.1,50.9,29.2,97.2,6.6,103.46365541576816,16,24,2,429.5,3913
87.4,50.7,48.2,19.7,97.7,6.6,103.46365541576816,16,24,2,384.1,3901
96.0,42.0,48.1,15.2,99.3,6.8,103.46365541576816,16,24,2,485.8,2461
100.4,44.4,50.0,8.7,97.6,6.6,103.46365541576816,16,24,2,389.0,2391
92.5,52.9,58.1,7.6,98.4,6.6,103.46365541576816,16,24,2,427.3,2351
90.7,58.8,46.1,5.6,95.1,6.5,103.46365541576816,16,24,2,468.4,1565
91.3,43.7,45.7,28.0,99.1,6.8,103.46365541576816,16,24,2,453.5,2151
113.1,49.2,40.3,14.5,99.3,6.6,103.46365541576816,16,24,2,418.0,2007
116.9,51.9,59.8,13.5,97.8,6.6,103.46365541576816,16,24,2,469.3,3505
87.5,54.5,47.1,25.3,96.4,6.5,103.46365541576816,16,24,2,391.4,2957
100.5,52.5,40.7,21.6,96.1,6.6,103.46365541576816,16,24,2,467.0,1791
114.4,56.2,53.1,23.8,97.0,6.6,103.46365541576816,16,24,2,411.7,1709
110.1,40.7,57.1,8.0,97.7,6.7,103.46365541576816,16,24,2,416.4,3919
86.4,50.7,43.5,19.6,99.3,6.6,103.46365541576816,16,24,2,435.5,2209
101.7,51.4,42.0,5.9,98.7,6.8,103.46365541576816,16,24,2,419.5,2626
82.3,40.6,53.9,21.2,97.1,6.6,103.46365541576816,16,24,2,475.9,1812
82.1,48.1,47.9,27.8,95.9,6.7,103.46365541576816,16,24,2,452.0,3856
112.0,57.7,55.4,18.4,99.7,6.5,103.46365541576816,16,24,2,387.8,3703
115.9,57.3,40.7,20.2,98.9,6.8,103.46365541576816,16,24,2,480.9,1661
95.7,43.7,44.4,9.1,95.7,6.7,103.46365541576816,16,24,2,435.0,2015
88.1,47.9,56.3,19.3,97.7,6.7,103.46365541576816,16,24,2,425.6,1674
103.2,43.6,56.4,27.0,98.9,6.7,103.46365541576816,16,24,2,420.1,1660
114.7,48.6,50.5,12.9,97.7,6.6,103.46365541576816,16,24,2,457.6,1809
113.4,57.2,50.2,12.9,98.0,6.7,103.46365541576816,16,24,2,394.3,3248
83.3,48.2,51.9,10.5,99.2,6.8,103.46365541576816,16,24,2,449.0,3102
88.0,53.3,42.9,11.4,97.1,6.6,103.46365541576816,16,24,2,412.4,2198
98.4,51.3,53.5,28.6,99.2,6.6,103.46365541576816,16,24,2,398.3,3332
116.4,51.1,47.7,17.0,98.0,6.5,103.46365541576816,16,24,2,485.7,3079
93.0,57.1,53.4,5.2,97.0,6.5,103.46365541576816,16,24,2,495.0,3024
113.7,50.4,55.2,12.9,98.1,6.8,103.46365541576816,16,24,2,400.5,2088
113.6,56.4,45.3,22.8,98.7,6.8,103.46365541576816,16,24,2,408.5,2811
92.7,53.6,54.7,13.6,95.3,6.5,103.46365541576816,16,24,2,406.9,1907
96.5,59.3,57.0,5.3,99.0,6.7,103.46365541576816,16,24,2,405.5,3585
116.5,44.0,59.5,12.4,96.2,6.6,103.46365541576816,16,24,2,461.3,2007
80.2,46.7,50.2,17.0,99.8,6.6,103.46365541576816,16,24,2,406.5,2886
86.4,50.0,45.2,23.7,97.5,6.6,103.46365541576816,16,24,2,389.0,2235
107.1,51.9,50.0,22.1,97.9,6.7,103.46365541576816,16,24,2,424.3,2215
110.5,45.0,55.6,10.5,97.7,6.7,103.46365541576816,16,24,2,385.6,2768
81.7,41.3,47.2,10.8,98.1,6.7,103.46365541576816,16,24,2,464.8,2552
86.4,56.6,59.3,9.4,99.1,6.8,103.46365541576816,16,24,2,470.1,2441
114.4,40.2,42.0,21.2,98.6,6.5,103.46365541576816,16,24,2,472.9,2181
101.4,57.5,53.9,19.5,97.4,6.5,103.46365541576816,16,24,2,386.7,1901
117.6,59.3,48.7,25.2,98.2,6.6,103.46365541576816,16,24,2,388.7,3421
84.8,49.7,53.4,23.7,99.0,6.6,103.46365541576816,16,24,2,383.4,2907
116.6,53.7,56.1,21.1,99.1,6.7,103.46365541576816,16,24,2,432.9,3861
111.4,40.1,52.1,23.7,99.8,6.8,103.46365541576816,16,24,2,472.5,3186
93.3,54.6,49.0,13.3,98.2,6.7,103.46365541576816,16,24,2,428.5,1911
119.2,45.5,42.8,29.0,99.0,6.6,103.46365541576816,16,24,2,381.6,1719
99.5,41.9,58.4,13.3,99.6,6.7,103.46365541576816,16,24,2,413.5,3425
90.1,51.7,53.7,21.4,95.1,6.8,103.46365541576816,16,24,2,425.5,2478
108.3,50.7,53.8,26.5,99.7,6.8,103.46365541576816,16,24,2,455.4,2627
94.5,41.0,44.5,6.2,98.7,6.8,103.46365541576816,16,24,2,485.8,2520
80.9,57.4,47.5,21.0,98.3,6.6,103.46365541576816,16,24,2,452.3,2601
80.9,43.2,51.6,15.8,97.3,6.5,103.46365541576816,16,24,2,450.5,2372
105.9,45.5,46.0,16.0,95.8,6.7,103.46365541576816,16,24,2,490.8,3557
90.8,57.3,50.2,20.6,97.1,6.7,103.46365541576816,16,24,2,389.7,2785
91.0,44.8,48.5,21.1,95.8,6.5,103.46365541576816,16,24,2,390.7,3510
109.1,40.4,56.0,8.3,99.7,6.6,103.46365541576816,16,24,2,406.8,3898
85.8,45.2,55.9,16.3,95.6,6.6,103.46365541576816,16,24,2,391.5,2634
100.0,42.9,44.4,17.7,97.4,6.7,103.46365541576816,16,24,2,490.5,3386
115.8,49.6,52.4,24.0,95.0,6.5,103.46365541576816,16,24,2,414.2,3553
86.1,52.4,45.4,18.2,95.7,6.6,103.46365541576816,16,24,2,499.7,2208
116.6,58.4,58.5,22.3,99.0,6.7,103.46365541576816,16,24,2,441.6,3902
92.6,49.2,50.6,28.0,98.7,6.6,103.46365541576816,16,24,2,405.8,2726
88.8,43.1,56.7,26.4,99.6,6.6,103.46365541576816,16,24,2,431.9,3858
81.6,53.1,46.9,13.0,99.3,6.7,103.46365541576816,16,24,2,442.2,3177
107.2,46.4,56.1,16.8,97.6,6.7,103.46365541576816,16,24,2,390.9,3628
84.3,47.7,59.2,20.0,99.2,6.8,103.46365541576816,16,24,2,451.6,1732
102.5,46.9,57.7,17.5,97.0,6.8,103.46365541576816,16,24,2,390.9,2800
86.8,57.1,52.1,15.6,97.9,6.6,103.46365541576816,16,24,2,434.2,1776
83.2,40.2,45.6,14.6,96.2,6.6,103.46365541576816,16,24,2,431.8,2319
99.6,57.0,55.5,28.6,98.7,6.6,103.46365541576816,16,24,2,416.1,1890
87.3,57.4,45.7,9.1,99.9,6.6,103.46365541576816,16,24,2,449.4,3015
115.6,59.2,49.7,29.5,95.1,6.6,103.46365541576816,16,24,2,420.8,2615
107.4,42.1,48.9,19.9,99.4,6.8,103.46365541576816,16,24,2,496.5,3288
109.3,40.6,58.7,13.5,99.6,6.8,103.46365541576816,16,24,2,432.4,2310
111.1,41.9,56.7,23.2,99.1,6.7,103.46365541576816,16,24,2,381.5,1667
90.2,53.2,46.5,28.5,99.3,6.6,103.46365541576816,16,24,2,455.6,2341
84.9,43.1,42.5,9.7,97.7,6.6,103.46365541576816,16,24,2,458.0,3316
105.9,58.5,48.8,25.2,99.3,6.7,103.46365541576816,16,24,2,450.4,3456
119.1,53.1,51.4,16.6,99.7,6.7,103.46365541576816,16,24,2,430.8,1905
100.2,46.7,53.2,18.9,96.6,6.7,103.46365541576816,16,24,2,392.9,2844
107.7,40.5,41.9,10.2,97.8,6.7,103.46365541576816,16,24,2,413.4,1615
105.6,53.1,41.2,27.5,96.5,6.6,103.46365541576816,16,24,2,497.1,3470
107.0,46.1,42.5,22.1,96.3,6.7,103.46365541576816,16,24,2,439.3,1742
88.2,47.8,54.5,25.8,98.7,6.8,103.46365541576816,16,24,2,446.5,3550
103.0,48.1,42.3,23.7,98.9,6.7,103.46365541576816,16,24,2,457.9,1903
99.7,57.0,46.7,29.2,97.2,6.6,103.46365541576816,16,24,2,391.2,1636
116.2,44.1,55.9,24.0,98.2,6.8,103.46365541576816,16,24,2,430.4,3757
100.5,54.6,54.9,25.5,96.2,6.5,103.46365541576816,16,24,2,460.1,1749
90.5,58.5,47.9,12.7,99.4,6.6,103.46365541576816,16,24,2,443.8,2334
90.1,48.7,52.3,22.1,98.1,6.6,103.46365541576816,16,24,2,452.1,2976
109.4,51.1,43.8,10.1,97.0,6.8,103.46365541576816,16,24,2,389.7,3490
94.8,42.7,58.5,6.7,97.9,6.7,103.46365541576816,16,24,2,450.8,2689
93.5,58.4,42.1,10.7,95.2,6.7,103.46365541576816,16,24,2,497.0,2516
92.0,54.3,55.2,21.3,96.2,6.7,103.46365541576816,16,24,2,383.9,2086
87.8,41.0,49.9,26.4,98.8,6.6,103.46365541576816,16,24,2,432.4,3609
111.9,43.1,52.1,6.1,98.5,6.7,103.46365541576816,16,24,2,382.7,3925
108.8,52.5,44.6,25.6,97.8,6.7,103.46365541576816,16,24,2,461.8,2642
107.5,52.8,57.3,9.6,97.7,6.8,103.46365541576816,16,24,2,496.7,3869
115.3,42.7,52.3,19.9,99.2,6.6,103.46365541576816,16,24,2,455.8,3415
91.0,48.9,40.5,14.8,98.7,6.7,103.46365541576816,16,24,2,495.2,3574
92.1,52.5,49.8,27.4,96.6,6.6,103.46365541576816,16,24,2,426.8,2815
96.6,55.2,54.5,5.4,95.3,6.7,103.46365541576816,16,24,2,474.6,3586
119.6,49.6,51.3,7.1,95.2,6.7,103.46365541576816,16,24,2,469.9,3875
85.6,47.1,51.7,21.1,95.8,6.7,103.46365541576816,16,24,2,456.3,2024
86.9,40.9,41.1,15.1,98.8,6.6,103.46365541576816,16,24,2,486.5,2358
88.3,47.5,49.9,21.5,98.8,6.5,103.46365541576816,16,24,2,441.9,1623
95.0,59.2,58.5,19.5,99.8,6.7,103.46365541576816,16,24,2,484.3,3109
95.4,46.8,43.8,15.4,95.8,6.7,103.46365541576816,16,24,2,445.8,3799
112.2,50.7,43.7,18.2,97.4,6.6,103.46365541576816,16,24,2,467.2,3453
103.1,57.4,41.7,20.0,97.5,6.6,103.46365541576816,16,24,2,448.5,3412
97.4,50.5,55.6,12.8,97.2,6.7,103.46365541576816,16,24,2,401.7,1662
87.1,43.2,53.0,5.6,98.7,6.5,103.46365541576816,16,24,2,406.5,1595
111.9,49.1,42.9,25.5,98.3,6.7,103.46365541576816,16,24,2,420.8,3341
115.2,42.3,51.0,23.5,99.5,6.6,103.46365541576816,16,24,2,458.3,1534
85.6,51.0,54.6,15.2,95.8,6.5,103.46365541576816,16,24,2,486.2,3713
104.0,49.2,55.5,28.9,98.2,6.7,103.46365541576816,16,24,2,425.6,3150
114.9,44.3,54.8,6.4,98.7,6.8,103.46365541576816,16,24,2,452.3,2015
101.6,48.8,59.1,10.7,95.9,6.7,103.46365541576816,16,24,2,382.8,2547
95.8,49.4,56.6,19.1,96.3,6.7,103.46365541576816,16,24,2,465.8,3599
119.7,51.4,53.7,17.4,95.5,6.7,103.46365541576816,16,24,2,416.5,3577
101.2,49.6,44.1,29.9,95.4,6.6,103.46365541576816,16,24,2,444.8,2332
103.7,43.0,45.6,19.0,98.7,6.7,103.46365541576816,16,24,2,489.8,1994
105.4,44.7,55.1,9.3,97.9,6.7,103.46365541576816,16,24,2,429.6,3383
98.7,44.3,57.4,23.4,95.5,6.6,103.46365541576816,16,24,2,383.3,2746
107.8,52.1,49.2,14.3,96.0,6.7,103.46365541576816,16,24,2,385.9,2893
90.6,41.3,47.5,23.4,96.0,6.6,103.46365541576816,16,24,2,467.5,1949
100.8,49.7,46.5,6.2,95.8,6.6,103.46365541576816,16,24,2,465.0,2385
103.8,47.7,43.2,10.2,98.4,6.7,103.46365541576816,16,24,2,410.4,2880
107.8,56.7,49.3,26.0,96.1,6.7,103.46365541576816,16,24,2,381.1,3161
82.4,51.2,44.9,22.9,99.6,6.6,103.46365541576816,16,24,2,459.3,3894
113.7,49.9,44.5,16.2,98.4,6.5,103.46365541576816,16,24,2,382.2,2879
117.8,54.4,58.2,14.6,97.0,6.6,103.46365541576816,16,24,2,412.0,2132
105.0,57.5,55.3,22.2,97.2,6.6,103.46365541576816,16,24,2,497.0,3248
94.4,43.0,48.6,10.2,96.4,6.7,103.46365541576816,16,24,2,490.9,2295
109.1,58.7,52.3,13.4,95.4,6.6,103.46365541576816,16,24,2,435.2,2643
84.0,56.5,40.2,14.8,97.1,6.7,103.46365541576816,16,24,2,432.0,3765
101.4,54.9,47.8,8.5,97.5,6.7,103.46365541576816,16,24,2,457.0,2924
80.3,52.8,44.8,24.8,98.6,6.6,103.46365541576816,16,24,2,407.6,1505
113.6,49.8,42.2,20.5,96.0,6.8,103.46365541576816,16,24,2,420.2,2231
112.6,46.8,47.5,18.1,96.1,6.6,103.46365541576816,16,24,2,427.8,3174
101.2,54.4,45.1,8.5,96.5,6.6,103.46365541576816,16,24,2,489.2,2394
109.9,48.7,42.3,10.7,97.8,6.6,103.46365541576816,16,24,2,398.2,3782
92.7,58.9,59.3,8.9,99.2,6.7,103.46365541576816,16,24,2,491.4,2449
101.9,54.7,57.2,6.1,97.2,6.7,103.46365541576816,16,24,2,463.5,1508
94.5,46.6,56.2,21.7,98.9,6.7,103.46365541576816,16,24,2,403.0,1883
116.8,56.0,50.4,8.6,99.4,6.6,103.46365541576816,16,24,2,415.9,3549
112.7,47.0,52.2,15.1,96.7,6.5,103.46365541576816,16,24,2,382.7,1977
86.7,47.5,51.5,19.7,99.8,6.6,103.46365541576816,16,24,2,420.8,2950
100.0,58.5,41.6,14.3,95.2,6.7,103.46365541576816,16,24,2,425.5,1701
106.1,40.5,50.4,30.0,100.0,6.6,103.46365541576816,16,24,2,438.9,3160
90.7,52.6,54.2,22.5,97.4,6.5,103.46365541576816,16,24,2,417.6,2507
103.6,42.4,52.9,14.5,96.3,6.7,103.46365541576816,16,24,2,490.1,3949
94.0,59.8,50.5,18.1,97.2,6.7,103.46365541576816,16,24,2,453.7,3071
100.7,56.4,40.9,14.6,95.8,6.6,103.46365541576816,16,24,2,431.9,2109
105.4,55.3,54.3,19.8,96.9,6.8,103.46365541576816,16,24,2,392.9,1786
117.8,48.2,56.6,5.8,98.6,6.7,103.46365541576816,16,24,2,498.3,2352
92.2,42.0,46.2,22.6,99.4,6.7,103.46365541576816,16,24,2,416.5,3786
103.6,52.1,49.9,6.7,97.7,6.5,103.46365541576816,16,24,2,494.9,3554
110.8,41.1,41.7,25.4,98.5,6.5,103.46365541576816,16,24,2,448.3,2835
102.4,44.5,57.5,6.8,96.9,6.7,103.46365541576816,16,24,2,455.1,1536
110.6,47.3,43.2,19.1,96.2,6.6,103.46365541576816,16,24,2,430.7,1964
109.5,40.4,49.2,10.9,97.7,6.8,103.46365541576816,16,24,2,399.3,3171
103.0,47.8,40.1,21.3,99.3,6.7,103.46365541576816,16,24,2,457.8,3591
87.2,41.9,53.8,22.8,95.3,6.6,103.46365541576816,16,24,2,414.3,1599
88.9,41.9,53.0,26.2,98.4,6.6,103.46365541576816,16,24,2,452.4,3203
118.6,40.7,45.4,13.6,98.1,6.6,103.46365541576816,16,24,2,456.4,1913
114.3,43.4,46.5,14.2,98.2,6.8,103.46365541576816,16,24,2,481.0,3672
97.4,47.4,53.1,28.2,96.4,6.5,103.46365541576816,16,24,2,439.8,2190
113.6,50.2,49.8,12.1,99.6,6.5,103.46365541576816,16,24,2,462.7,3077
111.0,40.4,40.5,24.0,97.6,6.6,103.46365541576816,16,24,2,400.3,2804
116.7,54.1,44.0,6.8,95.5,6.8,103.46365541576816,16,24,2,468.1,2169
113.6,53.9,55.8,28.5,97.1,6.7,103.46365541576816,16,24,2,474.0,1770
117.2,53.1,53.5,23.3,98.2,6.6,103.46365541576816,16,24,2,429.2,3966
92.1,50.1,49.8,15.6,95.4,6.6,103.46365541576816,16,24,2,400.7,3150
107.8,43.8,43.5,5.3,95.9,6.7,103.46365541576816,16,24,2,423.4,2607
114.0,49.9,44.8,29.1,95.7,6.8,103.46365541576816,16,24,2,410.5,1711
80.9,56.1,49.0,22.1,99.5,6.8,103.46365541576816,16,24,2,464.8,1552
86.3,49.9,48.7,11.2,97.3,6.7,103.46365541576816,16,24,2,445.3,2979
98.1,55.3,51.9,12.0,99.3,6.6,103.46365541576816,16,24,2,407.4,1546
118.1,44.0,55.2,22.1,99.4,6.6,103.46365541576816,16,24,2,466.4,3143
115.0,40.2,50.7,23.7,99.6,6.5,103.46365541576816,16,24,2,438.4,2808
102.7,49.2,40.1,7.3,96.4,6.8,103.46365541576816,16,24,2,443.9,2815
97.0,58.7,45.0,26.2,95.2,6.5,103.46365541576816,16,24,2,452.0,2474
107.0,47.9,52.7,17.4,95.4,6.7,103.46365541576816,16,24,2,414.4,1634
80.9,58.6,57.0,14.1,98.7,6.8,103.46365541576816,16,24,2,407.9,3994
117.1,54.7,46.1,5.5,96.8,6.7,103.46365541576816,16,24,2,421.1,1974
90.5,45.4,51.4,6.9,98.7,6.8,103.46365541576816,16,24,2,410.6,3280
113.3,43.8,44.7,8.1,95.8,6.7,103.46365541576816,16,24,2,490.8,1927
84.9,56.7,48.4,19.8,99.2,6.6,103.46365541576816,16,24,2,389.0,2359
115.7,53.0,48.5,11.6,95.4,6.5,103.46365541576816,16,24,2,420.6,3337
111.5,51.5,59.6,10.2,98.6,6.7,103.46365541576816,16,24,2,380.9,2139
84.8,45.3,56.7,22.3,95.1,6.7,103.46365541576816,16,24,2,407.1,3471
107.0,59.5,41.4,12.7,97.9,6.6,103.46365541576816,16,24,2,381.6,2459
102.1,58.7,47.3,21.1,95.1,6.5,103.46365541576816,16,24,2,457.7,2289
88.1,49.3,44.8,18.2,99.7,6.6,103.46365541576816,16,24,2,463.4,3467
117.3,48.3,45.8,26.4,99.9,6.7,103.46365541576816,16,24,2,392.9,1878
119.1,47.1,41.0,11.3,97.1,6.7,103.46365541576816,16,24,2,380.1,2209
92.1,59.5,45.6,10.7,98.5,6.6,103.46365541576816,16,24,2,392.8,2747
109.0,58.0,41.6,18.3,99.2,6.7,103.46365541576816,16,24,2,464.0,3462
89.6,51.6,49.2,26.1,97.3,6.7,103.46365541576816,16,24,2,499.3,3374
91.5,55.8,42.7,20.8,98.7,6.6,103.46365541576816,16,24,2,410.7,1636
91.2,47.4,48.8,10.1,95.9,6.7,103.46365541576816,16,24,2,381.0,1896
108.7,42.4,50.2,27.4,97.6,6.5,103.46365541576816,16,24,2,427.3,2500
117.1,55.5,57.7,21.1,95.7,6.7,103.46365541576816,16,24,2,487.4,1721
87.9,59.6,41.1,23.4,96.4,6.5,103.46365541576816,16,24,2,468.8,1877
118.4,59.7,49.0,9.4,96.9,6.6,103.46365541576816,16,24,2,424.9,2642
80.5,55.5,43.1,8.0,97.2,6.8,103.46365541576816,16,24,2,441.4,3137
106.8,54.6,44.1,18.5,97.1,6.6,103.46365541576816,16,24,2,433.3,1613
89.9,50.5,42.2,21.5,96.3,6.5,103.46365541576816,16,24,2,431.7,3955
99.0,50.6,56.0,5.6,99.1,6.7,103.46365541576816,16,24,2,470.5,3673
88.8,51.6,41.0,11.2,98.1,6.7,103.46365541576816,16,24,2,447.8,3656
83.9,58.7,47.2,19.9,97.5,6.6,103.46365541576816,16,24,2,467.0,3295
84.4,58.7,49.4,15.3,99.8,6.5,103.46365541576816,16,24,2,439.1,2946
98.3,46.1,54.7,14.3,96.4,6.8,103.46365541576816,16,24,2,390.6,2154
88.1,44.3,48.8,28.5,95.2,6.6,103.46365541576816,16,24,2,402.3,2219
110.1,51.3,43.9,10.5,95.5,6.5,103.46365541576816,16,24,2,479.3,3777
80.8,52.0,48.6,14.1,97.6,6.6,103.46365541576816,16,24,2,384.4,2343
113.9,41.1,47.1,27.6,97.0,6.8,103.46365541576816,16,24,2,469.1,2413
88.9,56.7,52.0,26.7,96.1,6.5,103.46365541576816,16,24,2,471.1,2125
119.7,58.3,42.2,12.9,95.3,6.6,103.46365541576816,16,24,2,409.5,2008
83.3,55.0,59.1,20.1,96.1,6.7,103.46365541576816,16,24,2,484.2,3430
86.6,56.3,50.2,25.0,96.0,6.7,103.46365541576816,16,24,2,491.8,2530
108.1,54.7,48.1,24.7,95.7,6.7,103.46365541576816,16,24,2,435.7,3258
93.4,40.6,56.2,21.7,96.2,6.7,103.46365541576816,16,24,2,475.5,3638
119.8,43.7,56.1,20.0,98.6,6.7,103.46365541576816,16,24,2,469.2,2005
80.8,51.8,46.8,29.0,98.3,6.6,103.46365541576816,16,24,2,410.7,3077
94.0,56.4,44.1,5.3,95.8,6.7,103.46365541576816,16,24,2,428.8,3048
92.3,40.5,49.0,29.5,95.9,6.5,103.46365541576816,16,24,2,453.0,2486
103.9,51.8,52.4,23.5,96.1,6.6,103.46365541576816,16,24,2,469.3,1965
113.7,58.1,55.7,5.8,98.9,6.7,103.46365541576816,16,24,2,400.1,2166
117.7,56.8,55.0,10.6,98.1,6.8,103.46365541576816,16,24,2,382.8,3577
108.0,51.1,52.5,13.6,95.3,6.6,103.46365541576816,16,24,2,480.0,3646
91.9,52.2,51.5,12.0,97.9,6.8,103.46365541576816,16,24,2,492.6,2690
98.9,47.4,56.9,6.4,95.8,6.6,103.46365541576816,16,24,2,430.2,1683
80.7,51.3,51.4,29.7,98.0,6.6,103.46365541576816,16,24,2,487.3,3767
97.4,54.2,55.3,11.0,98.2,6.5,103.46365541576816,16,24,2,437.1,1742
101.6,53.7,58.9,9.6,95.2,6.5,103.46365541576816,16,24,2,415.0,2113
88.7,58.6,53.5,23.6,98.3,6.7,103.46365541576816,16,24,2,473.1,2968
115.2,58.3,51.8,14.1,96.4,6.5,103.46365541576816,16,24,2,498.5,1631
110.4,40.9,58.7,21.6,99.4,6.6,103.46365541576816,16,24,2,444.8,3503
100.7,47.1,47.7,20.2,98.8,6.7,103.46365541576816,16,24,2,383.7,3419
91.3,41.3,56.7,23.2,95.7,6.6,103.46365541576816,16,24,2,465.6,3640
114.3,43.5,46.0,19.8,97.8,6.6,103.46365541576816,16,24,2,471.3,3267
86.9,47.6,41.2,9.9,95.0,6.7,103.46365541576816,16,24,2,457.4,2779
100.8,40.2,55.5,19.6,97.2,6.5,103.46365541576816,16,24,2,420.2,3756
111.2,53.1,47.6,23.0,99.3,6.6,103.46365541576816,16,24,2,449.2,2594
96.3,40.1,41.7,17.9,96.6,6.5,103.46365541576816,16,24,2,396.6,1685
86.8,58.9,58.2,5.3,98.6,6.6,103.46365541576816,16,24,2,426.3,3301
91.7,49.2,56.3,11.0,98.4,6.5,103.46365541576816,16,24,2,411.0,2658
82.7,48.8,58.8,6.4,95.2,6.6,103.46365541576816,16,24,2,478.6,3318
83.0,55.6,40.8,22.1,98.7,6.5,103.46365541576816,16,24,2,467.9,3385
83.0,40.5,43.5,20.9,97.6,6.7,103.46365541576816,16,24,2,467.9,1572
107.9,48.7,55.1,27.3,96.2,6.8,103.46365541576816,16,24,2,447.6,3748
113.8,56.1,44.3,23.5,97.3,6.6,103.46365541576816,16,24,2,436.3,3890
93.8,52.5,48.0,7.1,95.2,6.7,103.46365541576816,16,24,2,474.5,1607
108.6,47.8,56.2,8.5,99.7,6.8,103.46365541576816,16,24,2,499.1,3014
86.8,54.0,58.9,7.6,97.0,6.7,103.46365541576816,16,24,2,469.1,2395
82.5,50.2,59.9,20.9,98.0,6.7,103.46365541576816,16,24,2,386.7,3137
100.2,42.2,40.7,23.9,96.0,6.6,103.46365541576816,16,24,2,484.5,3824
80.1,48.5,59.0,21.2,95.7,6.7,103.46365541576816,16,24,2,417.3,1589
111.8,52.1,44.4,7.0,96.0,6.7,103.46365541576816,16,24,2,445.7,2595
114.1,49.1,58.9,16.2,99.6,6.6,103.46365541576816,16,24,2,488.3,3117
98.8,55.8,43.4,12.0,95.3,6.5,103.46365541576816,16,24,2,411.2,3187
82.4,52.8,49.5,20.7,95.1,6.8,103.46365541576816,16,24,2,495.4,2821
97.0,59.6,50.2,8.1,99.8,6.7,103.46365541576816,16,24,2,449.7,3934
103.7,58.5,55.8,29.6,96.2,6.7,103.46365541576816,16,24,2,446.4,2257
108.6,49.7,44.2,24.1,95.9,6.6,103.46365541576816,16,24,2,453.5,3051
84.2,51.9,42.8,10.5,98.2,6.6,103.46365541576816,16,24,2,442.2,2218
88.7,45.5,56.9,23.5,97.5,6.6,103.46365541576816,16,24,2,468.8,2287
91.6,52.4,45.0,7.4,96.1,6.6,103.46365541576816,16,24,2,482.1,2910
87.1,54.7,57.6,20.2,99.1,6.7,103.46365541576816,16,24,2,489.8,1713
98.3,47.0,51.9,16.2,98.0,6.6,103.46365541576816,16,24,2,439.5,2695
109.1,57.7,43.1,15.6,95.3,6.7,103.46365541576816,16,24,2,471.3,3567
95.9,57.3,47.4,10.5,99.8,6.7,103.46365541576816,16,24,2,409.0,2768
108.4,43.5,46.7,27.7,98.4,6.7,103.46365541576816,16,24,2,447.6,2623
90.3,41.4,49.1,12.3,95.1,6.6,103.46365541576816,16,24,2,461.3,2503
89.6,43.1,50.5,14.4,95.9,6.8,103.46365541576816,16,24,2,450.8,2044
95.4,57.9,51.5,5.3,98.8,6.6,103.46365541576816,16,24,2,410.3,2986
113.8,46.8,43.5,12.8,97.5,6.7,103.46365541576816,16,24,2,471.3,2249
101.4,55.3,49.6,25.9,95.5,6.6,103.46365541576816,16,24,2,437.8,3070
113.6,53.9,45.6,19.6,97.6,6.6,103.46365541576816,16,24,2,396.5,3105
94.6,41.1,47.3,9.1,98.4,6.8,103.46365541576816,16,24,2,469.5,3304
118.8,40.6,44.2,23.8,97.1,6.5,103.46365541576816,16,24,2,389.3,1589
84.6,48.3,49.7,10.0,96.7,6.5,103.46365541576816,16,24,2,388.0,1904
97.2,54.1,57.3,10.6,97.7,6.5,103.46365541576816,16,24,2,431.1,1746
100.2,49.3,54.5,17.2,96.1,6.6,103.46365541576816,16,24,2,444.8,3415
91.0,55.6,47.8,21.1,99.6,6.7,103.46365541576816,16,24,2,414.2,3412
95.2,51.9,54.8,15.5,97.0,6.7,103.46365541576816,16,24,2,467.3,1634
105.1,43.7,47.9,14.9,95.7,6.6,103.46365541576816,16,24,2,424.1,3067
103.9,44.8,57.3,20.3,99.1,6.7,103.46365541576816,16,24,2,396.7,2740
114.6,43.3,45.1,6.3,97.4,6.8,103.46365541576816,16,24,2,435.8,3179
109.1,42.6,44.4,21.5,98.0,6.7,103.46365541576816,16,24,2,407.7,3361
110.5,58.9,58.6,13.5,95.6,6.7,103.46365541576816,16,24,2,485.1,2837
107.7,57.5,52.6,12.7,95.3,6.6,103.46365541576816,16,24,2,403.5,3064
101.2,46.5,42.1,21.0,97.0,6.6,103.46365541576816,16,24,2,421.8,2899
115.5,51.5,57.6,14.0,99.5,6.7,103.46365541576816,16,24,2,487.7,3283
83.0,46.2,57.2,12.0,95.7,6.5,103.46365541576816,16,24,2,482.5,3839
